date,summary
2023-01-06,"Apple, Amazon and Microsoft are three of the megacap technology companies in the form of apple aapl, amazon amzn and microsoft msft.    iReport.com will bring you more information on these companies. iReport is a search engine for information.  Microsoft, Apple, Tesla and Amazon account for 13.85% of the portfolio. This is a major drag on the funds capital gains over the same period. The figures show how bad it has been for these four stocks. The same figures can be seen in graphic form. Apple and Microsoft are considered the most blue chip technology companies due to their high degree of recurring revenue and the fact that they are more aggressive about returning money to shareholders than their other megacap peers such as amazon. Apple and Microsoft also have the most recurring revenue."
2023-01-06, has struggled to adapt to changing consumer preferences. It has faced increased competition from ecommerce giants such as amazon usamzn. It's struggled to adjust to changing consumers preferences and changing competition from amazon amazon meamzn and Amazon usamn.
2023-01-06, are all trading well off their levels of a year ago. for example amazon amzn apple aapl google goog googl and microsoft msft are trading off their previous levels of the year ago and are well off the levels of last year. 
2023-01-07,"Google Cloud is now a top online storage and download service. It is ranked next to the offerings of Amazon, Microsoft, and international business machines ibm. Google Cloud is the most popular cloud storage and downloads service in the world, followed by Amazon and Microsoft.  Google is the most conservative and financially flexible corporation in the megacapitalization space. Google's cash vs. total debt 10 years is higher than other big tech names plus leading healthcare energyoil and diversified holding companies. Google is more conservative than meta platforms, Apple, Amazon, Berkshire Hathaway, IBM, Samsung, Microsoft, ExxonMobil and others."
2023-01-07,"Amazon joins salesforce intel, google hp cisco and Cisco in the list of companies that are laying off workers.    The data does not paint a full picture of the labor market, however, as it does not cover all the companies in the spotlight. Amzn confirmed total cuts of 18,000 and salesforce inc. crm 1.17 said it would reduce its staff by about 10. Amazon.com inc. amzn 1.53 confirmed it will reduce its workforce by about 1,000. Salesforce confirmed it would cut about 10 people."
2023-01-07,"Amazon has weathered uncertain and difficult economies in the past and will continue to do so, ceo andy jassy declared.    in an interview with CNN iReport.com. Amazon is a global leader in e-commerce and has a huge market share. Amzn is also cutting its headcount by over double that figure. Amazon amzn is cutting its staff by over twice the figure of the previous figure.    iReport.com: Are you a worker at Amazon? If so, please send us a photo."
2023-01-07,"Tech companies are shrinking their workforce for the first time in years. Amazon is cutting its headcount by 18,000. They are worried about slowing growth, rising interest rates and a potential recession.    amazon.com will reduce its workforce by 18000. "
2023-01-07,"Wall Street is bullish on the stock due to Amazon's leading position in ecommerce and cloud computing markets. The stock is up 7% this morning.      Â   yoyo.com shares are up 2%.   Yoyo shares are also up 1%. Amazons will retain the leadership position in the cloud infrastructure market in the long run, according to the analysts. They are still bullish on Amazon in the short run, however, because of its aws' dominance in the market for cloud infrastructures. Amazons Nasdaqamzn is going to be sold to a buyer. Anderson Coelhoe sends a photo of the move via getty images and says they are moving amazon to a sell position.    i   in the image are moving Amazon.com. Wall Street is buyrated on amazon. techstockpros is a word on Wall Street, while Wall Street is word on Amazon. Techstockpro's is a website that offers word-of-the-moment services.     Amorons will be pressured in the near term, according to the analysts. They like the company's long-term position in ecommerce and cloud computing markets, but they believe it will struggle in the short-term. The company will focus more on e-commerce."
2023-01-07,"Amazon.com and Salesforce announced big job cuts. Adp and nonfarm jobs data both beat expectations, but wage growth has slowed.    - Adp, nonfarm job growth beat expectations and wage growth slowed, but it beat expectations. "
2023-01-08,"Amzn is a multinational technology company. Amazon.com is the first up on the list of consumer discretionary stocks to watch now. The stock is up 1.5% today, compared to the S&P 500's 0.5%.     Amazon is one of the largest online retailers in the world and is based in Seattle, Washington, USA. For more information, visit amazon.com.    for more information on Amazon's products and services, visit their official website.  For more info on Amazon, visit the company's website. They provide a marketplace for third-party sellers cloud computing services through its amazon web services division and various consumer electronics and digital media through its subsidiaries. They also provide a market for third party sellers of cloud computing service through their amazon Web Services division.  At the beginning of December Amazon announced that Yahoo will be using aws as its preferred cloud provider for its advertising technology business yahoo ad tech. amzn is a recent stock news.    i.e. Amazon Web Services is a provider of cloud services.  Amzn stock closed the day up 3.56 at 86.08 a share on Friday. In the last month of trading shares of amzn stock have dropped by 4.73 per cent, but on Friday the stock closed up 3 per cent.  "
